grantee_name,grantee_city,grantee_state,grantee_zip,grantee_country,grant_amount,grant_purpose_raw,relationship,foundation_status,grant_bucket,region_id,region_name,region_rule_source,region_relevant,foundation_name,foundation_ein,tax_year,grantee_ein,cash_grant_amount,non_cash_amount,irc_section,source_file,foundation_country,source_system,grant_amount_cash,grant_amount_in_kind,currency,fiscal_year,reporting_period
Great Lakes and St Lawrence Cities Initiative,Chicago,IL,60601,US,125000.0,Environment,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Greater Twin Cities United Way - Generation Next,Minneapolis,MN,55404,US,50000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Greater Twin Cities United Way - Generation Next,Minneapolis,MN,55404,US,50000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
IFF,Chicago,IL,60604,US,625000.0,Mission Fund,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Illinois Environmental Council Education Fund,Springfield,IL,62701,US,150000.0,Environment,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Impact for Equity Inc,Chicago,IL,60602,US,250000.0,Gun Violence Prevention & Justice Reform,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Independent Curators International,New York,NY,10013,US,80000.0,Culture,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Inner-City Muslim Action Network,Chicago,IL,60629,US,60000.0,Culture,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Inner-City Muslim Action Network,Chicago,IL,60629,US,60000.0,Culture,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Legal Action Chicago LLC,Chicago,IL,60603,US,125000.0,Mission Fund,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Lyric Opera of Chicago,Chicago,IL,60606,US,50000.0,Culture,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Marquette University - Diedrich College of Communication,Milwaukee,WI,532011881,US,100000.0,Journalism,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
MDRC,New York,NY,10281,US,150000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Metropolitan Planning Council,Chicago,IL,60603,US,250000.0,Environment,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Michigan Environmental Council,Lansing,MI,48933,US,260000.0,Environment,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Michigan League of Conservation Voters Education Fund,Ann Arbor,MI,48104,US,300000.0,Environment,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Michigan League of Conservation Voters Education Fund,Ann Arbor,MI,48104,US,100000.0,Democracy,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Michigan State University - College of Education,East Lansing,MI,488241034,US,125000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Michigan State University - Institute for Public Policy and Social Research,East Lansing,MI,48824,US,100000.0,Democracy,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Mikva Challenge Grant Foundation Inc,Chicago,IL,60604,US,60000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Milwaukee Water Commons Inc,Milwaukee,WI,53205,US,75000.0,Environment,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Minneapolis - St Paul Regional Economic Development Partnership,St Paul,MN,55101,US,150000.0,Mission Fund,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Minneapolis Foundation - Midwest Environmental Justice Network,Minneapolis,MN,55402,US,200000.0,Environment,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Minnesota Center for Environmental Advocacy,St Paul,MN,55104,US,80000.0,Environment,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Minnesota Education Equity Partnership,St Paul,MN,55114,US,125000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Minnesota Environmental Partnership,St Paul,MN,55103,US,150000.0,Environment,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
National Cambodian Museum & Killing Fields Memorial,Chicago,IL,60625,US,40000.0,Culture,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
National Cambodian Museum & Killing Fields Memorial,Chicago,IL,60625,US,40000.0,Culture,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
National Center for Teacher Residencies Inc,Chicago,IL,60642,US,125000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
National Louis University - Office of the Provost,Chicago,IL,60603,US,75000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Natural Resources Defense Council Inc,New York,NY,10011,US,125000.0,Environment,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
NEO Philanthropy Inc - State Infrastructure Fund,New York,NY,10018,US,250000.0,Democracy,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
New Life Centers,Chicago,IL,60632,US,50000.0,Mission Fund,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
New York University - The Policing Project,New York,NY,10012,US,13170.0,Gun Violence Prevention & Justice Reform,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Northern Illinois University - Education Systems Center,Dekalb,IL,60115,US,200000.0,Education & Economic Mobility,NONE,GOV,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Northwestern University,Evanston,IL,60208,US,201614.0,Gun Violence Prevention & Justice Reform,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Northwestern University,Evanston,IL,60208,US,50000.0,Gun Violence Prevention & Justice Reform,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Ohio Environmental Council,Columbus,OH,43212,US,196000.0,Environment,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Ohio Mayors Alliance Foundation,Columbus,OH,43215,US,125000.0,Mission Fund,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Ohio Organizing Collaborative - Ohio Student Association,Youngstown,OH,44503,US,75000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Partners for Justice,New York,NY,10001,US,50000.0,Gun Violence Prevention & Justice Reform,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Partnership for College Completion,Chicago,IL,60604,US,150000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Policy Innovators in Education Network Inc,Minneapolis,MN,55437,US,125000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Policy Matters Ohio,Cleveland,OH,44114,US,125000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Promote the Vote Fund,West Bloomfield,MI,48322,US,100000.0,Democracy,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Public Media Institute,Chicago,IL,60608,US,75000.0,Culture,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Regents of the University of Michigan,Ann Arbor,MI,481091274,US,79617.0,Gun Violence Prevention & Justice Reform,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Rockefeller Philanthropy Advisors Inc - Mobility Drivers in K-12 Education,New York,NY,10008,US,125000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Safe & Just Michigan,Lansing,MI,48912,US,100000.0,Mission Fund,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Shriver Center on Poverty Law,Chicago,IL,60603,US,100000.0,Mission Fund,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Sixty Inches From Center,Chicago,IL,60653,US,50000.0,Culture,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Sixty Inches From Center,Chicago,IL,60653,US,50000.0,Culture,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
St Sabina Church dba The Faith Community of St Sabina,Chicago,IL,60620,US,50000.0,Mission Fund,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Teatro Vista Theatre With A View Inc,Chicago,IL,60657,US,50000.0,Culture,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
The Board of Trustees of the University of Illinois,Urbana,IL,61801,US,219646.0,Gun Violence Prevention & Justice Reform,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
United Way of Metropolitan Chicago,Chicago,IL,60654,US,50000.0,Mission Fund,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
University of Chicago - Consortium on Chicago School Research,Chicago,IL,60637,US,125000.0,Education & Economic Mobility,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
University of Minnesota - Sponsored Projects Administration,Minneapolis,MN,554552070,US,100000.0,Gun Violence Prevention & Justice Reform,NONE,GOV,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Vera Institute of Justice Inc,Brooklyn,NY,11232,US,150000.0,Mission Fund,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Vera Institute of Justice Inc,Brooklyn,NY,11232,US,150000.0,Mission Fund,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
Wisconsin Democracy Campaign Inc,Madison,WI,53703,US,90000.0,Democracy,NONE,PC,3b,great_lakes,Great Lakes,preset,True,The Joyce Foundation,36-6079185,2023.0,,,,,,US,IRS_990,,,USD,,
AKIBA SCHECHTER - JEWISH DAY SCHOOL,CHICAGO,IL,60615,US,125000.0,TUITION ASSISTANCE,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,36-2600926,125000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
AMERICAN JEWISH JOINT DISTRIBUTION COMMITTEE,NEW YORK,NY,100175833,US,100000.0,INTERAGENCY TASK FORCE,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,13-1656634,100000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
ARIE CROWN HEBREW DAY SCHOOL,SKOKIE,IL,60076,US,125000.0,TUITION ASSISTANCE,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,36-2129620,125000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BERNARD ZELL ANSHE EMET DAY SCHOOL,CHICAGO,IL,60613,US,93750.0,TUITION ASSISTANCE,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,36-2166955,93750.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
BIRTHRIGHT ISRAEL FOUNDATION,NEW YORK,NY,10087,US,1550000.0,GENERAL OPERATING SUPPORT AND TOUR EDUCATOR TRAINING & ONWARD ISRAEL,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,13-4092050,1550000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
CHICAGO JEWISH DAY SCHOOL,CHICAGO,IL,60618,US,187500.0,TUITION ASSISTANCE,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,36-4437180,187500.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
COVENANT FOUNDATION,NEW YORK,NY,10011,US,6382000.0,GENERAL OPERATING SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,36-3722029,6382000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
FRIENDS OF ELNET,NEW YORK,NY,10022,US,10000.0,GENERAL OPERATING SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,45-2212393,10000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
HEBREW UNION COLLEGE,CINCINNATI,OH,45220,US,300000.0,RABBINICAL SCHOLARSHIPS,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,31-0537067,300000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
HILLEL TORAH NORTH SUBURBAN DAY SCHOOL,SKOKIE,IL,60077,US,125000.0,TUITION ASSISTANCE,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,36-2436314,125000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
IDA CROWN JEWISH ACADEMY,SKOKIE,IL,60076,US,125000.0,TUITION ASSISTANCE,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,36-2167009,125000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
ISRAEL POLICY FORUM INC,NEW YORK,NY,10003,US,25000.0,GENERAL OPERATING SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,90-0653286,25000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
JEWISH FEDERATION OF METROPOLITAN CHICAGO,CHICAGO,IL,60606,US,1982500.0,"EZRA, HOLOCAUST COMMUNITY SERVICES, ISRAEL EDUCATION CENTER, NEW DIRECTIONS FUND, REBECCA COPELAND FUND FOR SOCIAL JUSTICE",,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,36-2167761,1982500.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
JEWISH FEDERATIONS OF NORTH AMERICA,NEW YORK,NY,10004,US,250000.0,COMMUNITY RELATIONS,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,13-1624240,250000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
JEWISH NATIONAL FUND,NORTHBROOK,IL,60062,US,100000.0,ALEXANDER MUSS HIGH SCHOOL IN ISRAEL,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,13-1659627,100000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
JEWISH UNITED FUND OF METROPOLITAN CHICAGO,CHICAGO,IL,60606,US,15003000.0,"HEBREW LANGUAGE INSTRUCTION, GENERAL OPERATING SUPPORT, TTHS: EXTRA TEACHING/MENTORING HOURS, HIGH-TECH ENTREPRENEURSHIP AND FOR HASSOUB GARAGE CAPITAL PROJECT, DIVERSITY IN HIGH-TECH IN ACRE AND HURA, INTERNSHIP PROGRAM / NEGEV AND EAST JERUSALEM, ENTER HIGH-TECH AND EXCEL IN HIGH-TECH, HAILE SCALE PROJECT AT REICHMAN UNIVERSITY, INTERNSHIP PROGRAM FOR HIGH-TECH JUNIORS, BEDOUIN WOMEN AND DRUZE MEN HIGH-TECH, ISRAEL AT WAR EMERGENCY FUND",,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,36-2167034,15003000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
NATIONAL JEWISH CENTER FOR LEARNING AND LEADERSHIP (CLAL),NEW YORK,NY,10016,US,63600.0,GENERAL OPERATING SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,23-7390358,63600.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
PEF ISRAEL ENDOWMENT FUNDS,NEW YORK,NY,10017,US,100000.0,MIND ISRAEL,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,13-6104086,100000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
ROCHELLE ZELL JEWISH HIGH SCHOOL,DEERFIELD,IL,60015,US,187500.0,TUITION ASSISTANCE,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,36-4167962,187500.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
SOLOMON SCHECHTER DAY SCHOOL OF METROPOLITAN CHICAGO,NORTHBROOK,IL,60062,US,343750.0,TUITION ASSISTANCE,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,36-2493769,343750.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
THE ARK,CHICAGO,IL,60645,US,25000.0,NORTH/NORTHWEST SUBURBAN ARK FOOD PANTRY,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,23-7164967,25000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
UNION FOR REFORM JUDAISM,OCONOMOWOC,WI,53066,US,300000.0,OSRUI - CAPITAL CAMPAIGN,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,13-1663143,300000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
YESHIVAT MAHARAT,BRONX,NY,10463,US,240000.0,GENERAL OPERATING SUPPORT,,,schedule_i,great_lakes,Great Lakes,preset,True,CROWN FAMILY FOUNDATION,36-3330462,2023.0,01-0954142,240000.0,0.0,501(C)(3),,US,IRS_990,,,USD,,
20 Liters,Grandville,MI,49418,US,5000.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
4 Paws 1 Heart,St Clair Shores,MI,48080,US,1500.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
Active Boys in Christ,Flint,MI,485063012,US,20000.0,To support youth development through introduction to skilled trades and character programming.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
Acton Institute for the Study of Religion and Liberty,Grand Rapids,MI,495033280,US,6000.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
Adopt-A-Pet,Fenton,MI,48430,US,150.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
Adrian College,Adrian,MI,492212575,US,3000.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
Alianza Americas,Chicago,IL,606230491,US,150000.0,To support an organization working to address the current and emerging issues facing immigrants from Latin America.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
Alliance for the Great Lakes,Chicago,IL,606017553,US,400000.0,"To protect and restore the Great Lakes for people and the ecosystem by building public awareness and supporting communities on issues such as safe drinking water, invasive species, pollution and water conservation.",NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
Alzheimers Disease and Related Disorders Association Inc,Chicago,IL,60601,US,5000.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
Amazing Grace Animal Rescue,Saginaw,MI,48604,US,2400.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
American Arab Heritage Council,Flint,MI,485022029,US,1950.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
American Arab Heritage Council,Flint,MI,485022029,US,65000.0,To provide professional immigration and language services to individuals and families in the region.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
American Conservation Coalition Inc,Appleton,WI,549139101,US,100000.0,To educate and inspire young conservatives across the United States to take action on climate change.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
American Foundation for Suicide Prevention,New York,NY,10038,US,750.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
American Friends of Covent Garden and the Royal Ballet Inc,New York,NY,10020,US,3000.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
American Jewish World Service,New York,NY,100187904,US,150000.0,To help communities in developing countries hold international financial institutions accountable for their social and environmental impacts.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
American Medical Association Foundation,Chicago,IL,60611,US,6000.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
American National Red Cross,Flint,MI,485033794,US,50000.0,To increase access to health interventions for Black residents impacted by sickle cell disease.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
American Society for the Prevention of Cruelty to Animals,New York,NY,10018,US,1050.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
American University of Beirut,New York,NY,100172303,US,450.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
Animal Welfare League of Benzie County Inc,Frankfort,MI,49635,US,150.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
Antioch University,Yellow Springs,OH,45387,US,4500.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
Arab Community Center for Economic and Social Services ACCESS,Dearborn,MI,481201556,US,7350.0,For the general purposes or other charitable purposes of the organization.,NONE,PC,3a,great_lakes,Great Lakes,preset,True,CHARLES STEWART MOTT FOUNDATION,38-1211227,2023.0,,,,,,US,IRS_990,,,USD,,
