foundation_name,foundation_ein,tax_year,grantee_name,grantee_city,grantee_state,grant_amount,grant_purpose_raw,grant_bucket,region_relevant,source_file,grantee_country,foundation_country,source_system,grant_amount_cash,grant_amount_in_kind,currency,fiscal_year,reporting_period,grantee_zip,relationship,foundation_status,region_id,region_name,region_rule_source,grantee_ein,cash_grant_amount,non_cash_amount,irc_section
The Joyce Foundation,36-6079185,2023,American Academy of Pediatrics,Itasca,IL,150000.0,Gun Violence Prevention & Justice Reform,3a,True,,US,US,IRS_990,,,USD,,,60143,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,American Civil Liberties Union Fund of Michigan,Detroit,MI,125000.0,Democracy,3a,True,,US,US,IRS_990,,,USD,,,48201,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Anti-Defamation League,New York,NY,250000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,10158,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Anti-Defamation League,New York,NY,75000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,10158,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Artadia,Brooklyn,NY,25000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,11201,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Asian Americans Advancing Justice - Chicago,Chicago,IL,75000.0,Democracy,3a,True,,US,US,IRS_990,,,USD,,,60640,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Asian Improv Arts Midwest,Chicago,IL,50000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60640,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Asian Improv Arts Midwest,Chicago,IL,50000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60640,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Asian Improv Arts Midwest,Chicago,IL,25000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60640,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Asset Funders Network,Chicago,IL,10000.0,Membership Grants,3a,True,,US,US,IRS_990,,,USD,,,60612,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Auburn Advisors LLC,New York,NY,75000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,10025,NONE,NC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Black Ensemble Theater Corporation,Chicago,IL,60000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60640,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Black Researchers Collective,Chicago,IL,100000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60615,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Blackroots Alliance,Chicago,IL,25000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60615,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Block Club Chicago,Chicago,IL,160000.0,Journalism,3a,True,,US,US,IRS_990,,,USD,,,60601,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Block Club Chicago,Chicago,IL,10000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,60601,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Bright Star Community Outreach Corporation,Chicago,IL,50000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60653,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Cabrini Green Legal Aid,Chicago,IL,100000.0,Gun Violence Prevention & Justice Reform,3a,True,,US,US,IRS_990,,,USD,,,60642,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Candid,New York,NY,15000.0,Membership Grants,3a,True,,US,US,IRS_990,,,USD,,,10005,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Capital B News Inc,New York,NY,150000.0,Journalism,3a,True,,US,US,IRS_990,,,USD,,,10001,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Casa Central,Chicago,IL,40000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60622,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Catholic Charities of the Archdiocese of Chicago,Chicago,IL,50000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,60654,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Center for Neighborhood Technology,Chicago,IL,75000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,60602,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Center for Technology and Civic Life,Chicago,IL,250000.0,Democracy,3a,True,,US,US,IRS_990,,,USD,,,60601,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,CGLR Foundation,Cleveland,OH,15000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,44106,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,CHANGE Illinois,Chicago,IL,200000.0,Democracy,3a,True,,US,US,IRS_990,,,USD,,,606121577,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Adventure Therapy NFP,Chicago,IL,25000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60613,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Architecture Biennial Inc,Chicago,IL,50000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,60602,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Community Foundation,Chicago,IL,100000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60603,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Community Trust,Chicago,IL,100000.0,Journalism,3a,True,,US,US,IRS_990,,,USD,,,60603,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Community Trust,Chicago,IL,100000.0,Journalism,3a,True,,US,US,IRS_990,,,USD,,,60603,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Latino Theater Alliance,Chicago,IL,75000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60602,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Lawyers' Committee for Civil Rights Under Law Inc,Chicago,IL,200000.0,Democracy,3a,True,,US,US,IRS_990,,,USD,,,60602,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Public Education Fund,Chicago,IL,400000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,60606,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Public Media Inc - Chicago Sun-Times,Chicago,IL,1000000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60611,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Public Media Inc,Chicago,IL,300000.0,Journalism,3a,True,,US,US,IRS_990,,,USD,,,60611,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Sinfonietta Inc,Chicago,IL,70000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60601,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago State Foundation,Chicago,IL,70000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,606281598,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Theatre Group Inc,Chicago,IL,50000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,606013205,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Urban League,Chicago,IL,100000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60653,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Urban League,Chicago,IL,10000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,60653,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Chicago Votes,Chicago,IL,250000.0,Democracy,3a,True,,US,US,IRS_990,,,USD,,,60637,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Civic Consulting Alliance,Chicago,IL,250000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60603,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Civic News Company,New York,NY,225000.0,Journalism,3a,True,,US,US,IRS_990,,,USD,,,101230101,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Civic News Company,New York,NY,150000.0,Journalism,3a,True,,US,US,IRS_990,,,USD,,,101230101,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Clean Wisconsin Inc,Madison,WI,160000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,53703,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Cleveland Foundation,Cleveland,OH,150000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,44115,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Collaboraction Theatre Company,Chicago,IL,15000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,60634,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Columbia College Chicago - The Museum of Contemporary Photography,Chicago,IL,75000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60605,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Community Foundation for Southeast Michigan,Detroit,MI,50000.0,Gun Violence Prevention & Justice Reform,3a,True,,US,US,IRS_990,,,USD,,,482263134,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,CommunityHealth,Chicago,IL,30000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60622,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Congo Square Theatre Company,Chicago,IL,50000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60610,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Congo Square Theatre Company,Chicago,IL,50000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60610,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Council of Great Lakes Governors Inc,Arlington Heights,IL,10000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,60004,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Council of Michigan Foundations - Great Lakes Funder Collaboration,Grand Haven,MI,25000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,49417,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Council of Michigan Foundations - Launch Michigan,Grand Rapids,MI,100000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,49503,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Council of Michigan Foundations Inc,Detroit,MI,50000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,48202,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Council of Michigan Foundations Inc,Detroit,MI,25000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,48202,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Council of Michigan Foundations Inc,Detroit,MI,9500.0,Membership Grants,3a,True,,US,US,IRS_990,,,USD,,,48202,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Council of State Governments,Lombard,IL,75000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,60148,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Council of State Governments - Justice Center,New York,NY,125000.0,Gun Violence Prevention & Justice Reform,3a,True,,US,US,IRS_990,,,USD,,,10007,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Count MI Vote Education Fund,Lansing,MI,200000.0,Democracy,3a,True,,US,US,IRS_990,,,USD,,,48901,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Court Theatre Fund,Chicago,IL,100000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60637,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Crain's Chicago Business,Chicago,IL,500000.0,Journalism,3a,True,,US,US,IRS_990,,,USD,,,60601,NONE,NC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Crossroads Fund - Reader Institute for Community Journalism,Chicago,IL,20000.0,Journalism,3a,True,,US,US,IRS_990,,,USD,,,606471245,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Deborah's Place,Chicago,IL,30000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60612,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Definition Theatre Company,Chicago,IL,60000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60615,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,DePaul University - School of Public Service,Chicago,IL,105135.0,Gun Violence Prevention & Justice Reform,3a,True,,US,US,IRS_990,,,USD,,,60614,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,DePauw University,Greencastle,IN,10000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,46135,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Dions Chicago Dream,Matteson,IL,25000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60443,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Ecotone Analytics GBC,Minneapolis,MN,40000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,55404,NONE,NC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Ecotone Analytics GBC,Minneapolis,MN,30000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,55404,NONE,NC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Education Reform Now Inc,New York,NY,50000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,10001,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Educators for Excellence,New York,NY,125000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,10005,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Educators for Excellence,New York,NY,75000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,10005,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Elastic Arts Foundation,Chicago,IL,20000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60647,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Elevate Energy,Chicago,IL,175000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,60607,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Elevate Energy,Chicago,IL,150000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,60607,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Elevate Energy,Chicago,IL,125000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,60607,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Elevate Energy,Chicago,IL,125000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,60607,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Elevate Energy,Chicago,IL,15000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,60607,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Enlace Chicago,Chicago,IL,30000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60623,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Environment Funders Canada,Toronto,ON,685.0,Membership Grants,3a,True,,CA,US,IRS_990,,,USD,,,M4T2T5,NONE,NC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Environmental Grantmakers Association,New York,NY,20838.0,Membership Grants,3a,True,,US,US,IRS_990,,,USD,,,10115,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Environmental Health Watch Inc,Cleveland,OH,30000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,44103,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Equity Legal Services Inc,Belleville,IL,105000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,62226,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Faith in Place,Chicago,IL,350000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,606155604,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Fines and Fees Justice Center Inc,New York,NY,245000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,10013,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Firehouse Community Arts Center of Chicago,Chicago,IL,25000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60623,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Force Detroit,Detroit,MI,50000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,48201,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Forefront,Chicago,IL,100000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60606,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Forefront,Chicago,IL,10000.0,Membership Grants,3a,True,,US,US,IRS_990,,,USD,,,60606,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Forefront - Chicago African Americans in Philanthropy,Chicago,IL,5000.0,Membership Grants,3a,True,,US,US,IRS_990,,,USD,,,60606,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Forward Latino Inc,Franklin,WI,15000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,53132,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Franconia Sculpture Park,Franconia,MN,75000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,55074,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Free Street Programs Inc,Chicago,IL,50000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60642,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Fresh Energy,St Paul,MN,250000.0,Journalism,3a,True,,US,US,IRS_990,,,USD,,,55102,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Fresh Energy,St Paul,MN,200000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,55102,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Freshwater Future,Petoskey,MI,100000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,49770,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Freshwater Future - McKenzie Patrice Croom Flint Community Lab,Petoskey,MI,75000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,49770,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Freshwater Society,St Paul,MN,344478.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,55114,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Full Spectrum Features NFP,Chicago,IL,50000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60642,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Gardeneers,Chicago,IL,25000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60624,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Girls Like Me Project Inc,Chicago,IL,30000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60621,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Grantmakers in the Arts,Bronx,NY,50000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,104515008,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Grantmakers in the Arts,Bronx,NY,2500.0,Membership Grants,3a,True,,US,US,IRS_990,,,USD,,,104515008,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Great Lakes and St Lawrence Cities Initiative,Chicago,IL,125000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,60601,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Great Lakes Commission,Ann Arbor,MI,100000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,48108,NONE,GOV,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Great Lakes Environmental Law Center,Detroit,MI,50000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,48201,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Great Plains Institute for Sustainable Development,Minneapolis,MN,350000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,55407,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Greater Chicago Food Depository,Chicago,IL,25000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,60632,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Greater Twin Cities United Way - Generation Next,Minneapolis,MN,100000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,55404,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Groundwork Center for Resilient Communities Inc,Traverse City,MI,70000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,496845725,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Grow Greater Englewood - Getting Grown Collective,Chicago,IL,25000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60621,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Guthrie Theater Foundation,Minneapolis,MN,50000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,55415,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Guthrie Theater Foundation,Minneapolis,MN,10000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,55415,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Haitian American Museum of Chicago,Chicago,IL,45000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60640,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Healthy Hood Chicago,Chicago,IL,25000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60608,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Heartland Alliance for Human Needs & Human Rights,Chicago,IL,100000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60604,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Hope Chicago Inc,Chicago,IL,100000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,60601,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Hope for Us Network,Chicago,IL,25000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60625,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Hyde Park Art Center,Chicago,IL,75000.0,Culture,3a,True,,US,US,IRS_990,,,USD,,,60615,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Hyde Park Art Center,Chicago,IL,5000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,60615,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,IFF,Chicago,IL,625000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60604,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Ignite,Chicago,IL,30000.0,Mission Fund,3a,True,,US,US,IRS_990,,,USD,,,60601,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Illinois Arts Alliance,Chicago,IL,50000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,60606,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Illinois Coalition for Immigrant and Refugee Rights,Chicago,IL,100000.0,Democracy,3a,True,,US,US,IRS_990,,,USD,,,60604,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Illinois Community College System Foundation,Springfield,IL,150000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,62701,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Illinois Community College Trustees Association,Springfield,IL,65000.0,Education & Economic Mobility,3a,True,,US,US,IRS_990,,,USD,,,627011711,NONE,GOV,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Illinois Environmental Council Education Fund,Springfield,IL,150000.0,Environment,3a,True,,US,US,IRS_990,,,USD,,,62701,NONE,PC,great_lakes,Great Lakes,preset,,,,
The Joyce Foundation,36-6079185,2023,Illinois Environmental Council Education Fund,Springfield,IL,5000.0,President's Discretionary Fund,3a,True,,US,US,IRS_990,,,USD,,,62701,NONE,PC,great_lakes,Great Lakes,preset,,,,
